hgnc_symbol	gene_biotype	ensembl_gene_id	ensembl_gene_id_version
	lncRNA	ENSG00000261800	ENSG00000261800.2
SH3BP2	protein_coding	ENSG00000087266	ENSG00000087266.17
TRIM14	protein_coding	ENSG00000106785	ENSG00000106785.15
SYN1	protein_coding	ENSG00000008056	ENSG00000008056.14
	lncRNA	ENSG00000261523	ENSG00000261523.1
	unprocessed_pseudogene	ENSG00000286968	ENSG00000286968.1
DUX4L47	processed_pseudogene	ENSG00000260207	ENSG00000260207.1
NETO2	protein_coding	ENSG00000171208	ENSG00000171208.10
	lncRNA	ENSG00000269085	ENSG00000269085.1
	TEC	ENSG00000279300	ENSG00000279300.1
	lncRNA	ENSG00000268560	ENSG00000268560.1
VN1R80P	unprocessed_pseudogene	ENSG00000268598	ENSG00000268598.1
CYP4F22	protein_coding	ENSG00000171954	ENSG00000171954.13
B3GAT2	protein_coding	ENSG00000112309	ENSG00000112309.11
GXYLT1P4	transcribed_processed_pseudogene	ENSG00000275026	ENSG00000275026.1
KIF16B	protein_coding	ENSG00000089177	ENSG00000089177.19
DBIP1	processed_pseudogene	ENSG00000218748	ENSG00000218748.1
	processed_pseudogene	ENSG00000219384	ENSG00000219384.1
SAYSD1	protein_coding	ENSG00000112167	ENSG00000112167.10
ZBTB43	protein_coding	ENSG00000169155	ENSG00000169155.10
DLK2	protein_coding	ENSG00000171462	ENSG00000171462.15
	processed_pseudogene	ENSG00000240418	ENSG00000240418.1
TCL1B	protein_coding	ENSG00000213231	ENSG00000213231.13
YJEFN3	protein_coding	ENSG00000250067	ENSG00000250067.12
DEPDC1P2	processed_pseudogene	ENSG00000232486	ENSG00000232486.1
TECPR2	protein_coding	ENSG00000196663	ENSG00000196663.16
HNRNPA1P15	processed_pseudogene	ENSG00000214761	ENSG00000214761.3
	lncRNA	ENSG00000270412	ENSG00000270412.1
CNN2P3	processed_pseudogene	ENSG00000235832	ENSG00000235832.2
RPS20P24	processed_pseudogene	ENSG00000236862	ENSG00000236862.1
	transcribed_unprocessed_pseudogene	ENSG00000182021	ENSG00000182021.10
	lncRNA	ENSG00000229272	ENSG00000229272.2
	lncRNA	ENSG00000225936	ENSG00000225936.1
	lncRNA	ENSG00000227186	ENSG00000227186.1
	processed_pseudogene	ENSG00000262561	ENSG00000262561.1
PPP1R1AP2	processed_pseudogene	ENSG00000261084	ENSG00000261084.1
CSTF2T	protein_coding	ENSG00000177613	ENSG00000177613.9
PABIR1	protein_coding	ENSG00000187866	ENSG00000187866.10
TP53TG3E	protein_coding	ENSG00000275034	ENSG00000275034.2
	unprocessed_pseudogene	ENSG00000275312	ENSG00000275312.1
CYP2C61P	processed_pseudogene	ENSG00000270648	ENSG00000270648.1
PCGF5	protein_coding	ENSG00000180628	ENSG00000180628.15
	lncRNA	ENSG00000283743	ENSG00000283743.2
	lncRNA	ENSG00000284977	ENSG00000284977.2
	unprocessed_pseudogene	ENSG00000260866	ENSG00000260866.2
MIR4769	miRNA	ENSG00000263858	ENSG00000263858.1
ELK1	protein_coding	ENSG00000126767	ENSG00000126767.18
	processed_pseudogene	ENSG00000224282	ENSG00000224282.3
CDC5L	protein_coding	ENSG00000096401	ENSG00000096401.8
LINC02872	lncRNA	ENSG00000204446	ENSG00000204446.4
IGHV3OR16-11	IG_V_pseudogene	ENSG00000270318	ENSG00000270318.1
MTND6P2	processed_pseudogene	ENSG00000250389	ENSG00000250389.1
	lncRNA	ENSG00000261350	ENSG00000261350.1
LINC02160	lncRNA	ENSG00000251443	ENSG00000251443.2
EIF4BP5	processed_pseudogene	ENSG00000261336	ENSG00000261336.1
	lncRNA	ENSG00000260921	ENSG00000260921.1
ITFG1-AS1	lncRNA	ENSG00000260281	ENSG00000260281.6
RAB28P4	processed_pseudogene	ENSG00000276894	ENSG00000276894.1
	processed_pseudogene	ENSG00000225360	ENSG00000225360.1
C9orf135-DT	lncRNA	ENSG00000225626	ENSG00000225626.4
MAPK6P4	processed_pseudogene	ENSG00000215179	ENSG00000215179.5
HOMER3-AS1	lncRNA	ENSG00000269019	ENSG00000269019.2
TRIO	protein_coding	ENSG00000038382	ENSG00000038382.20
	unprocessed_pseudogene	ENSG00000269274	ENSG00000269274.1
	unprocessed_pseudogene	ENSG00000275540	ENSG00000275540.1
TXNRD2	protein_coding	ENSG00000184470	ENSG00000184470.21
MTDHP2	processed_pseudogene	ENSG00000269615	ENSG00000269615.1
ELP3	protein_coding	ENSG00000134014	ENSG00000134014.17
BNIP3P19	processed_pseudogene	ENSG00000271638	ENSG00000271638.1
PHBP7	processed_pseudogene	ENSG00000213711	ENSG00000213711.3
EEPD1	protein_coding	ENSG00000122547	ENSG00000122547.11
FBP2P1	transcribed_unprocessed_pseudogene	ENSG00000237743	ENSG00000237743.3
USHBP1	protein_coding	ENSG00000130307	ENSG00000130307.12
TCF3P1	processed_pseudogene	ENSG00000236567	ENSG00000236567.2
	processed_pseudogene	ENSG00000286243	ENSG00000286243.1
ARHGAP19	protein_coding	ENSG00000213390	ENSG00000213390.11
VPS35L	protein_coding	ENSG00000103544	ENSG00000103544.15
LMX1B	protein_coding	ENSG00000136944	ENSG00000136944.19
SRC	protein_coding	ENSG00000197122	ENSG00000197122.12
TREML1	protein_coding	ENSG00000161911	ENSG00000161911.11
ESRG	lncRNA	ENSG00000265992	ENSG00000265992.1
KIF15	protein_coding	ENSG00000163808	ENSG00000163808.17
UXT	protein_coding	ENSG00000126756	ENSG00000126756.12
	processed_pseudogene	ENSG00000223402	ENSG00000223402.1
SAPCD2P4	processed_pseudogene	ENSG00000234312	ENSG00000234312.1
	lncRNA	ENSG00000223665	ENSG00000223665.1
RPL7AP38	processed_pseudogene	ENSG00000213787	ENSG00000213787.3
SAMD9L	protein_coding	ENSG00000177409	ENSG00000177409.12
	lncRNA	ENSG00000267711	ENSG00000267711.1
	lncRNA	ENSG00000276241	ENSG00000276241.1
CCL11	protein_coding	ENSG00000172156	ENSG00000172156.4
	processed_pseudogene	ENSG00000220349	ENSG00000220349.4
SCAT8	lncRNA	ENSG00000236345	ENSG00000236345.1
	lncRNA	ENSG00000280511	ENSG00000280511.1
LINC02002	lncRNA	ENSG00000263609	ENSG00000263609.2
LINC02318	lncRNA	ENSG00000258390	ENSG00000258390.2
	processed_pseudogene	ENSG00000213862	ENSG00000213862.4
UXT-AS1	lncRNA	ENSG00000267064	ENSG00000267064.2
TJAP1	protein_coding	ENSG00000137221	ENSG00000137221.14
NPEPPSP1	transcribed_unprocessed_pseudogene	ENSG00000274487	ENSG00000274487.2
OR4H6BP	unprocessed_pseudogene	ENSG00000285116	ENSG00000285116.1
	unprocessed_pseudogene	ENSG00000261041	ENSG00000261041.1
CXXC1P1	transcribed_unprocessed_pseudogene	ENSG00000187893	ENSG00000187893.10
	lncRNA	ENSG00000229301	ENSG00000229301.1
	lncRNA	ENSG00000286987	ENSG00000286987.1
SETP2	processed_pseudogene	ENSG00000258893	ENSG00000258893.1
	lncRNA	ENSG00000227148	ENSG00000227148.1
ZNF722P	protein_coding	ENSG00000241149	ENSG00000241149.3
PSMC1	protein_coding	ENSG00000100764	ENSG00000100764.14
TPD52L2	protein_coding	ENSG00000101150	ENSG00000101150.18
	lncRNA	ENSG00000228627	ENSG00000228627.2
GOLM2	protein_coding	ENSG00000166734	ENSG00000166734.20
CCNJP1	processed_pseudogene	ENSG00000227491	ENSG00000227491.1
ARHGAP23	protein_coding	ENSG00000275832	ENSG00000275832.5
	lncRNA	ENSG00000284523	ENSG00000284523.2
	processed_pseudogene	ENSG00000273720	ENSG00000273720.1
	processed_pseudogene	ENSG00000228085	ENSG00000228085.1
RPL7P30	processed_pseudogene	ENSG00000227982	ENSG00000227982.1
SMSP1	processed_pseudogene	ENSG00000224656	ENSG00000224656.1
CICP28	processed_pseudogene	ENSG00000277253	ENSG00000277253.1
	processed_pseudogene	ENSG00000229968	ENSG00000229968.1
RAD23BP2	processed_pseudogene	ENSG00000230244	ENSG00000230244.1
WASF4P	processed_pseudogene	ENSG00000188459	ENSG00000188459.4
	transcribed_unprocessed_pseudogene	ENSG00000244510	ENSG00000244510.2
RPL7P57	processed_pseudogene	ENSG00000224401	ENSG00000224401.2
CICP8	processed_pseudogene	ENSG00000225371	ENSG00000225371.1
TIMP1	protein_coding	ENSG00000102265	ENSG00000102265.12
	lncRNA	ENSG00000288271	ENSG00000288271.1
C7orf57	protein_coding	ENSG00000164746	ENSG00000164746.14
	lncRNA	ENSG00000269427	ENSG00000269427.1
ZNF486	protein_coding	ENSG00000256229	ENSG00000256229.8
DPCD	protein_coding	ENSG00000166171	ENSG00000166171.13
	lncRNA	ENSG00000230826	ENSG00000230826.1
RPL36AP6	processed_pseudogene	ENSG00000231293	ENSG00000231293.1
NANS	protein_coding	ENSG00000095380	ENSG00000095380.11
ZNF682	protein_coding	ENSG00000197124	ENSG00000197124.12
	lncRNA	ENSG00000285006	ENSG00000285006.1
DAB2IP	protein_coding	ENSG00000136848	ENSG00000136848.17
	lncRNA	ENSG00000258380	ENSG00000258380.1
	lncRNA	ENSG00000278396	ENSG00000278396.1
	lncRNA	ENSG00000286636	ENSG00000286636.1
	lncRNA	ENSG00000258497	ENSG00000258497.1
	lncRNA	ENSG00000259052	ENSG00000259052.1
ZMYM3	protein_coding	ENSG00000147130	ENSG00000147130.14
PTGER2	protein_coding	ENSG00000125384	ENSG00000125384.7
HTR6	protein_coding	ENSG00000158748	ENSG00000158748.4
	lncRNA	ENSG00000288045	ENSG00000288045.1
	lncRNA	ENSG00000258942	ENSG00000258942.1
	protein_coding	ENSG00000269095	ENSG00000269095.1
	lncRNA	ENSG00000237356	ENSG00000237356.7
WDR1	protein_coding	ENSG00000071127	ENSG00000071127.17
BNIP3P24	processed_pseudogene	ENSG00000269040	ENSG00000269040.1
LINC01647	lncRNA	ENSG00000235643	ENSG00000235643.2
	unprocessed_pseudogene	ENSG00000269779	ENSG00000269779.1
PCLO	protein_coding	ENSG00000186472	ENSG00000186472.20
PHF5CP	processed_pseudogene	ENSG00000267178	ENSG00000267178.3
RPL10P17	processed_pseudogene	ENSG00000225196	ENSG00000225196.2
POLL	protein_coding	ENSG00000166169	ENSG00000166169.17
ZNF626	protein_coding	ENSG00000188171	ENSG00000188171.16
	transcribed_processed_pseudogene	ENSG00000264970	ENSG00000264970.2
ARHGEF16	protein_coding	ENSG00000130762	ENSG00000130762.15
CCL16	protein_coding	ENSG00000275152	ENSG00000275152.5
HERC2P7	unprocessed_pseudogene	ENSG00000281909	ENSG00000281909.1
STARD9	protein_coding	ENSG00000159433	ENSG00000159433.12
HSPD1P15	processed_pseudogene	ENSG00000249557	ENSG00000249557.2
MTA1	protein_coding	ENSG00000182979	ENSG00000182979.18
LINC02146	lncRNA	ENSG00000249490	ENSG00000249490.2
CHERP	protein_coding	ENSG00000085872	ENSG00000085872.15
	TEC	ENSG00000279635	ENSG00000279635.1
	lncRNA	ENSG00000286961	ENSG00000286961.1
MTHFD2P6	processed_pseudogene	ENSG00000249266	ENSG00000249266.1
	processed_pseudogene	ENSG00000214132	ENSG00000214132.4
	lncRNA	ENSG00000253104	ENSG00000253104.1
SNHG30	lncRNA	ENSG00000267321	ENSG00000267321.3
AGXT2	protein_coding	ENSG00000113492	ENSG00000113492.14
	processed_pseudogene	ENSG00000267312	ENSG00000267312.1
CCL7	protein_coding	ENSG00000108688	ENSG00000108688.11
	lncRNA	ENSG00000235743	ENSG00000235743.2
	lncRNA	ENSG00000272316	ENSG00000272316.1
CRISP2	protein_coding	ENSG00000124490	ENSG00000124490.14
	processed_pseudogene	ENSG00000226117	ENSG00000226117.1
	processed_pseudogene	ENSG00000244086	ENSG00000244086.1
	lncRNA	ENSG00000275944	ENSG00000275944.1
CCL18	protein_coding	ENSG00000275385	ENSG00000275385.2
	TEC	ENSG00000279537	ENSG00000279537.1
IDO2	protein_coding	ENSG00000188676	ENSG00000188676.13
BAHD1	protein_coding	ENSG00000140320	ENSG00000140320.12
CCL3-AS1	lncRNA	ENSG00000277089	ENSG00000277089.4
CCL15	protein_coding	ENSG00000275718	ENSG00000275718.2
CCT6P1	transcribed_unprocessed_pseudogene	ENSG00000228409	ENSG00000228409.6
SPATA21	protein_coding	ENSG00000187144	ENSG00000187144.11
	lncRNA	ENSG00000253181	ENSG00000253181.2
	lncRNA	ENSG00000253695	ENSG00000253695.2
	unprocessed_pseudogene	ENSG00000283381	ENSG00000283381.1
RPS15AP24	processed_pseudogene	ENSG00000241511	ENSG00000241511.1
ENPP7P12	processed_pseudogene	ENSG00000254527	ENSG00000254527.1
PPIAP84	processed_pseudogene	ENSG00000254152	ENSG00000254152.1
	lncRNA	ENSG00000253961	ENSG00000253961.1
	lncRNA	ENSG00000287704	ENSG00000287704.1
GABPB1-AS1	lncRNA	ENSG00000244879	ENSG00000244879.8
	lncRNA	ENSG00000254222	ENSG00000254222.1
	processed_pseudogene	ENSG00000276605	ENSG00000276605.1
UBE2V2	protein_coding	ENSG00000169139	ENSG00000169139.12
GRB7	protein_coding	ENSG00000141738	ENSG00000141738.14
OR11K1P	unprocessed_pseudogene	ENSG00000283680	ENSG00000283680.2
	processed_pseudogene	ENSG00000259388	ENSG00000259388.1
	processed_pseudogene	ENSG00000259509	ENSG00000259509.2
	processed_pseudogene	ENSG00000259674	ENSG00000259674.1
SHC4	protein_coding	ENSG00000185634	ENSG00000185634.12
	transcribed_unprocessed_pseudogene	ENSG00000267220	ENSG00000267220.1
ATP13A1	protein_coding	ENSG00000105726	ENSG00000105726.17
C3orf18	protein_coding	ENSG00000088543	ENSG00000088543.15
	lncRNA	ENSG00000272588	ENSG00000272588.1
	lncRNA	ENSG00000250371	ENSG00000250371.1
RBP7	protein_coding	ENSG00000162444	ENSG00000162444.12
LINC02600	lncRNA	ENSG00000250986	ENSG00000250986.1
	lncRNA	ENSG00000286205	ENSG00000286205.1
	processed_pseudogene	ENSG00000251689	ENSG00000251689.1
	processed_pseudogene	ENSG00000219702	ENSG00000219702.1
	processed_pseudogene	ENSG00000220030	ENSG00000220030.1
	processed_pseudogene	ENSG00000278077	ENSG00000278077.1
	lncRNA	ENSG00000287745	ENSG00000287745.1
SPATA31D2P	unprocessed_pseudogene	ENSG00000237770	ENSG00000237770.2
	lncRNA	ENSG00000287816	ENSG00000287816.1
	lncRNA	ENSG00000203364	ENSG00000203364.2
ZNF451-AS1	lncRNA	ENSG00000226803	ENSG00000226803.9
FGF7P6	transcribed_unprocessed_pseudogene	ENSG00000227449	ENSG00000227449.8
LDB2	protein_coding	ENSG00000169744	ENSG00000169744.13
PRAMEF13	protein_coding	ENSG00000279169	ENSG00000279169.3
	TEC	ENSG00000279625	ENSG00000279625.1
BBS9	protein_coding	ENSG00000122507	ENSG00000122507.21
GPR157	protein_coding	ENSG00000180758	ENSG00000180758.12
	lncRNA	ENSG00000285888	ENSG00000285888.1
SEL1L2	protein_coding	ENSG00000101251	ENSG00000101251.13
DAPK1	protein_coding	ENSG00000196730	ENSG00000196730.13
	processed_pseudogene	ENSG00000275046	ENSG00000275046.1
	TEC	ENSG00000279076	ENSG00000279076.1
LAP3P1	processed_pseudogene	ENSG00000220091	ENSG00000220091.2
PRAMEF32P	unprocessed_pseudogene	ENSG00000231219	ENSG00000231219.1
	processed_pseudogene	ENSG00000229010	ENSG00000229010.1
ZBTB40	protein_coding	ENSG00000184677	ENSG00000184677.18
PKHD1	protein_coding	ENSG00000170927	ENSG00000170927.15
RICTOR	protein_coding	ENSG00000164327	ENSG00000164327.13
	lncRNA	ENSG00000284669	ENSG00000284669.1
SMIM4	protein_coding	ENSG00000168273	ENSG00000168273.8
	protein_coding	ENSG00000286131	ENSG00000286131.1
ZNF652P1	processed_pseudogene	ENSG00000235278	ENSG00000235278.2
	lncRNA	ENSG00000286353	ENSG00000286353.1
SLC20A2	protein_coding	ENSG00000168575	ENSG00000168575.10
TUSC2	protein_coding	ENSG00000114383	ENSG00000114383.10
LINC02030	lncRNA	ENSG00000240708	ENSG00000240708.2
RPL21P91	processed_pseudogene	ENSG00000224907	ENSG00000224907.1
NPM1P31	processed_pseudogene	ENSG00000214807	ENSG00000214807.2
UBE2V1P5	processed_pseudogene	ENSG00000226582	ENSG00000226582.1
RNF7P1	processed_pseudogene	ENSG00000239831	ENSG00000239831.1
SPCS2P2	processed_pseudogene	ENSG00000270623	ENSG00000270623.1
SNAP23	protein_coding	ENSG00000092531	ENSG00000092531.10
RPS6P15	processed_pseudogene	ENSG00000230809	ENSG00000230809.1
LINC00845	lncRNA	ENSG00000227244	ENSG00000227244.2
	lncRNA	ENSG00000227492	ENSG00000227492.2
PTPRG	protein_coding	ENSG00000144724	ENSG00000144724.20
FAM204A	protein_coding	ENSG00000165669	ENSG00000165669.14
ENO1-AS1	lncRNA	ENSG00000230679	ENSG00000230679.1
MICOS10-NBL1	protein_coding	ENSG00000270136	ENSG00000270136.6
ERGIC3	protein_coding	ENSG00000125991	ENSG00000125991.20
PDCL2P2	processed_pseudogene	ENSG00000255058	ENSG00000255058.1
	processed_pseudogene	ENSG00000243802	ENSG00000243802.2
OR5B19P	unprocessed_pseudogene	ENSG00000255431	ENSG00000255431.1
LINC02687	lncRNA	ENSG00000255267	ENSG00000255267.4
SAC3D1	protein_coding	ENSG00000168061	ENSG00000168061.17
	lncRNA	ENSG00000268416	ENSG00000268416.1
	unprocessed_pseudogene	ENSG00000251468	ENSG00000251468.2
ZNF714	protein_coding	ENSG00000160352	ENSG00000160352.16
	processed_pseudogene	ENSG00000253114	ENSG00000253114.2
RPL10P19	transcribed_processed_pseudogene	ENSG00000233609	ENSG00000233609.3
	processed_pseudogene	ENSG00000250516	ENSG00000250516.1
	lncRNA	ENSG00000272076	ENSG00000272076.1
	lncRNA	ENSG00000255959	ENSG00000255959.1
	processed_pseudogene	ENSG00000253319	ENSG00000253319.1
FBXO44	protein_coding	ENSG00000132879	ENSG00000132879.14
CCL15-CCL14	protein_coding	ENSG00000275688	ENSG00000275688.4
PRPF19	protein_coding	ENSG00000110107	ENSG00000110107.9
SH2D4A	protein_coding	ENSG00000104611	ENSG00000104611.12
ITGB1BP2	protein_coding	ENSG00000147166	ENSG00000147166.11
	lncRNA	ENSG00000261538	ENSG00000261538.1
	transcribed_processed_pseudogene	ENSG00000261457	ENSG00000261457.3
	unprocessed_pseudogene	ENSG00000271691	ENSG00000271691.1
	lncRNA	ENSG00000264174	ENSG00000264174.1
ABCD1P3	unprocessed_pseudogene	ENSG00000261233	ENSG00000261233.2
	unprocessed_pseudogene	ENSG00000276755	ENSG00000276755.1
	processed_pseudogene	ENSG00000265428	ENSG00000265428.1
LINC02019	lncRNA	ENSG00000273356	ENSG00000273356.1
LINC01989	lncRNA	ENSG00000261156	ENSG00000261156.6
VN1R79P	unprocessed_pseudogene	ENSG00000269885	ENSG00000269885.1
	processed_pseudogene	ENSG00000225673	ENSG00000225673.3
	lncRNA	ENSG00000263485	ENSG00000263485.1
SIAH1	protein_coding	ENSG00000196470	ENSG00000196470.12
VN1R82P	unprocessed_pseudogene	ENSG00000268995	ENSG00000268995.1
BNIP3P10	processed_pseudogene	ENSG00000270270	ENSG00000270270.1
ZNF100	protein_coding	ENSG00000197020	ENSG00000197020.11
ATG7	protein_coding	ENSG00000197548	ENSG00000197548.12
RASSF8	protein_coding	ENSG00000123094	ENSG00000123094.15
MAN2B2	protein_coding	ENSG00000013288	ENSG00000013288.9
SDR42E2	protein_coding	ENSG00000183921	ENSG00000183921.7
	processed_pseudogene	ENSG00000271499	ENSG00000271499.1
	lncRNA	ENSG00000268184	ENSG00000268184.1
CILP2	protein_coding	ENSG00000160161	ENSG00000160161.9
ZCRB1P1	processed_pseudogene	ENSG00000224208	ENSG00000224208.1
RHOG2P	processed_pseudogene	ENSG00000213706	ENSG00000213706.2
	misc_RNA	ENSG00000275975	ENSG00000275975.1
	processed_pseudogene	ENSG00000229601	ENSG00000229601.1
	lncRNA	ENSG00000286609	ENSG00000286609.1
PABPN1P1	processed_pseudogene	ENSG00000213018	ENSG00000213018.2
RPL36AL	protein_coding	ENSG00000165502	ENSG00000165502.7
	misc_RNA	ENSG00000199751	ENSG00000199751.1
	lncRNA	ENSG00000287077	ENSG00000287077.1
INGX	transcribed_processed_pseudogene	ENSG00000243468	ENSG00000243468.5
FAM53B-AS1	lncRNA	ENSG00000233334	ENSG00000233334.3
DNAJA2	protein_coding	ENSG00000069345	ENSG00000069345.12
SOCS6P1	processed_pseudogene	ENSG00000215120	ENSG00000215120.2
FBXW4	protein_coding	ENSG00000107829	ENSG00000107829.15
OGT	protein_coding	ENSG00000147162	ENSG00000147162.14
SEL1L	protein_coding	ENSG00000071537	ENSG00000071537.14
ACACA	protein_coding	ENSG00000278540	ENSG00000278540.5
TNFRSF10B	protein_coding	ENSG00000120889	ENSG00000120889.13
	lncRNA	ENSG00000269836	ENSG00000269836.1
	lncRNA	ENSG00000268597	ENSG00000268597.1
	TEC	ENSG00000279262	ENSG00000279262.1
PBX4	protein_coding	ENSG00000105717	ENSG00000105717.14
PRAMEF10	protein_coding	ENSG00000187545	ENSG00000187545.5
	lncRNA	ENSG00000255446	ENSG00000255446.1
	lncRNA	ENSG00000254906	ENSG00000254906.1
CSTF3	protein_coding	ENSG00000176102	ENSG00000176102.13
LBX1-AS1	lncRNA	ENSG00000227128	ENSG00000227128.5
	lncRNA	ENSG00000288398	ENSG00000288398.1
	lncRNA	ENSG00000224621	ENSG00000224621.1
PRAMEF11	protein_coding	ENSG00000239810	ENSG00000239810.3
ZRANB1	protein_coding	ENSG00000019995	ENSG00000019995.6
SLC38A2	protein_coding	ENSG00000134294	ENSG00000134294.14
CRTC1	protein_coding	ENSG00000105662	ENSG00000105662.16
	processed_pseudogene	ENSG00000262090	ENSG00000262090.1
METTL22	protein_coding	ENSG00000067365	ENSG00000067365.15
NPM1P25	processed_pseudogene	ENSG00000229417	ENSG00000229417.1
GOLGA7B	protein_coding	ENSG00000155265	ENSG00000155265.11
GCNT1P4	processed_pseudogene	ENSG00000219653	ENSG00000219653.1
	lncRNA	ENSG00000285833	ENSG00000285833.1
	processed_pseudogene	ENSG00000214641	ENSG00000214641.3
	processed_pseudogene	ENSG00000214558	ENSG00000214558.4
SLC25A34-AS1	lncRNA	ENSG00000224459	ENSG00000224459.1
LGSN	protein_coding	ENSG00000146166	ENSG00000146166.17
	lncRNA	ENSG00000232985	ENSG00000232985.1
PHB2P1	processed_pseudogene	ENSG00000232728	ENSG00000232728.1
DNMBP-AS1	lncRNA	ENSG00000227695	ENSG00000227695.6
PRDM2	protein_coding	ENSG00000116731	ENSG00000116731.22
IGKV1OR10-1	IG_V_pseudogene	ENSG00000237592	ENSG00000237592.2
BORCS7-ASMT	protein_coding	ENSG00000270316	ENSG00000270316.1
MOV10L1	protein_coding	ENSG00000073146	ENSG00000073146.16
	lncRNA	ENSG00000286582	ENSG00000286582.1
TDRD9	protein_coding	ENSG00000156414	ENSG00000156414.19
	lncRNA	ENSG00000287419	ENSG00000287419.1
	lncRNA	ENSG00000225292	ENSG00000225292.2
ENTPD7	protein_coding	ENSG00000198018	ENSG00000198018.7
LINC02540	lncRNA	ENSG00000236635	ENSG00000236635.3
LINC01616	lncRNA	ENSG00000261340	ENSG00000261340.1
	lncRNA	ENSG00000287264	ENSG00000287264.1
CKAP5	protein_coding	ENSG00000175216	ENSG00000175216.15
TIMM9P1	processed_pseudogene	ENSG00000236900	ENSG00000236900.1
PDCD11	protein_coding	ENSG00000148843	ENSG00000148843.15
	TEC	ENSG00000282742	ENSG00000282742.1
LINC02481	lncRNA	ENSG00000246526	ENSG00000246526.2
	unprocessed_pseudogene	ENSG00000248155	ENSG00000248155.1
	processed_pseudogene	ENSG00000250611	ENSG00000250611.1
LINC02482	lncRNA	ENSG00000251580	ENSG00000251580.3
SLC29A1	protein_coding	ENSG00000112759	ENSG00000112759.19
	lncRNA	ENSG00000249678	ENSG00000249678.1
CPLX1	protein_coding	ENSG00000168993	ENSG00000168993.15
	transcribed_unprocessed_pseudogene	ENSG00000284613	ENSG00000284613.1
XKR4	protein_coding	ENSG00000206579	ENSG00000206579.9
	processed_pseudogene	ENSG00000260497	ENSG00000260497.1
ZNF93	protein_coding	ENSG00000184635	ENSG00000184635.16
DUX4L45	processed_pseudogene	ENSG00000261440	ENSG00000261440.1
TCEA1	protein_coding	ENSG00000187735	ENSG00000187735.14
	lncRNA	ENSG00000261507	ENSG00000261507.1
	lncRNA	ENSG00000205452	ENSG00000205452.5
WFDC8	protein_coding	ENSG00000158901	ENSG00000158901.12
PRAMEF1	protein_coding	ENSG00000116721	ENSG00000116721.9
	lncRNA	ENSG00000251412	ENSG00000251412.1
	lncRNA	ENSG00000260973	ENSG00000260973.1
ECM1P2	processed_pseudogene	ENSG00000249995	ENSG00000249995.1
	lncRNA	ENSG00000287905	ENSG00000287905.1
	processed_pseudogene	ENSG00000250940	ENSG00000250940.1
SLC25A1P4	processed_pseudogene	ENSG00000261608	ENSG00000261608.1
	processed_pseudogene	ENSG00000248777	ENSG00000248777.1
	lncRNA	ENSG00000262011	ENSG00000262011.1
	processed_pseudogene	ENSG00000270734	ENSG00000270734.1
AGGF1P7	processed_pseudogene	ENSG00000260994	ENSG00000260994.1
	unprocessed_pseudogene	ENSG00000262187	ENSG00000262187.2
	unprocessed_pseudogene	ENSG00000259882	ENSG00000259882.2
CFL1P6	processed_pseudogene	ENSG00000215785	ENSG00000215785.2
RNF4	protein_coding	ENSG00000063978	ENSG00000063978.16
BNIP3P27	processed_pseudogene	ENSG00000268438	ENSG00000268438.1
VN1R78P	unprocessed_pseudogene	ENSG00000268272	ENSG00000268272.1
PHGR1	protein_coding	ENSG00000233041	ENSG00000233041.8
	TEC	ENSG00000279977	ENSG00000279977.1
BNIP3P9	processed_pseudogene	ENSG00000270325	ENSG00000270325.1
BNIP3P15	processed_pseudogene	ENSG00000270716	ENSG00000270716.1
BNIP3P17	processed_pseudogene	ENSG00000271524	ENSG00000271524.1
	lncRNA	ENSG00000269815	ENSG00000269815.1
	unprocessed_pseudogene	ENSG00000260444	ENSG00000260444.1
	processed_pseudogene	ENSG00000270317	ENSG00000270317.1
NPHP4	protein_coding	ENSG00000131697	ENSG00000131697.18
ABHD16B	protein_coding	ENSG00000183260	ENSG00000183260.7
	lncRNA	ENSG00000269044	ENSG00000269044.2
	lncRNA	ENSG00000261069	ENSG00000261069.3
	processed_pseudogene	ENSG00000213985	ENSG00000213985.4
